"host_total_listings_count","room_type","latitude","longitude","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","availability_365","number_of_reviews"
1,"Private room",42.3525729767329,-71.1505652010959,1,1,1,360,8,55,193,149
3,"Entire home/apt",42.3508659053199,-71.0650231651929,2,2,2,285,49,19,346,0
1,"Entire home/apt",42.3394144967569,-71.1508678310293,1,0,1,8,1,74,55,23
2,"Private room",42.3249103842992,-71.1097535514889,1,1,1,301,24,35,294,5
1,"Entire home/apt",42.3598784360199,-71.071210965776,1,1,1,88,22,101,0,1
1,"Entire home/apt",42.3500945508879,-71.1325885288847,1,0,1,339,1,1,0,17
58,"Entire home/apt",42.363865023538,-71.0689504384397,1,1,1,145,1,36,364,0
2,"Entire home/apt",42.3507045231567,-71.1260601956128,1,1,1,21,1,55,195,47
1,"Entire home/apt",42.3598923570566,-71.0670716629291,1,1,1,105,1,80,0,1
1,"Private room",42.3653137823646,-71.0572920963615,1,1,2,335,1,61,350,19
1,"Private room",42.3528376156401,-71.1260117583431,1,1,1,286,1,100,69,11
3,"Entire home/apt",42.2818924333292,-71.0936273361816,1,2,2,325,24,4,238,37
1,"Entire home/apt",42.3380298156606,-71.1500538580346,1,2,2,360,2,85,320,3
3,"Entire home/apt",42.3483985900536,-71.1569625030937,1,1,2,47,24,97,163,49
25,"Entire home/apt",42.3259768209041,-71.0601643924448,1,3,2,147,2,56,309,0
364,"Entire home/apt",42.3435238446745,-71.1021522094302,2,2,2,270,1,4,361,0
1,"Entire home/apt",42.3296618575822,-71.0546082915392,1,2,3,57,1,1,14,5
630,"Entire home/apt",42.3558517121469,-71.0625817969286,1,2,2,159,45,26,86,3
1,"Private room",42.3436643422054,-71.1525647634764,1,1,1,205,1,1,0,0
9,"Entire home/apt",42.2962128966024,-71.0545477155797,2,5,7,130,56,54,353,83
1,"Entire home/apt",42.3597459462431,-71.070190102388,1,1,2,127,1,74,146,59
1,"Entire home/apt",42.3137753784062,-71.0551616962429,1,1,1,146,8,61,4,1
11,"Private room",42.3551898808019,-71.1379836564336,3,1,1,187,1,95,248,2
11,"Private room",42.3149427686809,-71.0990179451619,1,1,1,301,1,1,358,0
1,"Entire home/apt",42.3498695619717,-71.0988614535812,1,1,1,163,1,1,330,51
5,"Entire home/apt",42.3607894528585,-71.0671089374959,1,2,2,54,38,1,61,17
1,"Private room",42.3665229498275,-71.0567919192282,2,1,1,271,27,35,0,0
2,"Private room",42.2957939190793,-71.114702393631,1,1,1,326,2,2,61,4
5,"Private room",42.2939034341564,-71.0678178519657,1,1,1,286,8,3,143,17
1,"Private room",42.3294712951329,-71.0542609344097,1,1,1,22,2,88,353,0
1,"Entire home/apt",42.3577993194589,-71.0630353148618,1,1,1,88,24,99,293,134
1,"Private room",42.3149957196839,-71.056400386676,4,1,1,296,1,1,0,0
1,"Private room",42.3570016611443,-71.1670255533402,1,1,1,93,1,18,365,1
9,"Private room",42.3586065575069,-71.1305753163121,2,1,1,326,8,70,248,49
4,"Private room",42.2750332333405,-71.1189132661399,1,1,2,175,2,94,71,0
2,"Entire home/apt",42.3139437416416,-71.083793829733,1,2,2,28,1,1,2,0
1,"Private room",42.3540012915425,-71.1484290268125,1,1,1,271,2,74,34,8
982,"Entire home/apt",42.3648016729195,-71.0686549535774,1,1,1,131,1,4,360,0
1,"Entire home/apt",42.3510719650729,-71.0465776165488,1,0,1,83,1,95,10,14
1,"Private room",42.3007340441356,-71.1143109665391,1,1,1,22,49,1,357,78
4,"Entire home/apt",42.3802513675496,-71.0397297945307,2,3,4,188,8,1,0,6
1,"Private room",42.2890710708558,-71.1282329637744,1,1,1,326,1,55,133,79
1,"Entire home/apt",42.3412203007421,-71.0753296914152,1,1,1,57,34,1,64,24
1,"Private room",42.3148648104049,-71.0656596117309,1.5,1,2,217,1,1,125,50
17,"Private room",42.2833661013638,-71.0650020025185,3.5,1,1,258,2,55,352,5
339,"Entire home/apt",42.3450046380061,-71.0795532010018,1,2,3,218,1,4,78,4
1,"Entire home/apt",42.3600349758873,-71.0645536232683,1,1,1,17,1,1,18,12
1,"Private room",42.3071103367399,-71.105823626714,1,1,1,27,1,1,363,31
26,"Entire home/apt",42.3746542325676,-71.0577105383767,2,3,3,195,49,27,284,10
364,"Entire home/apt",42.3435018314228,-71.0973949431812,1,1,1,132,1,4,351,2
339,"Entire home/apt",42.3460259406223,-71.0799173626303,1,2,3,218,1,4,79,21
1,"Entire home/apt",42.3252300306689,-71.0913148971749,1,2,2,8,1,1,0,1
8,"Entire home/apt",42.3387939830641,-71.0267170283636,1,1,3,52,49,108,348,4
2,"Entire home/apt",42.2607452983,-71.1173519361404,1,2,2,37,8,88,307,21
1,"Entire home/apt",42.2990068672882,-71.1115339062525,1,2,3,47,34,97,22,9
60,"Entire home/apt",42.3663123978254,-71.0552754446431,1,3,3,56,34,113,36,52
2,"Private room",42.3504446659589,-71.1340585853436,2,1,1,359,1,82,339,17
8,"Private room",42.3497551713863,-71.0779900586778,1,1,1,334,1,55,128,5
1,"Private room",42.3580607021186,-71.0526692628508,1,1,2,147,1,1,0,0
339,"Entire home/apt",42.3304675923095,-71.1113000340468,2,2,3,200,1,4,87,0
982,"Entire home/apt",42.3475979342621,-71.081718346414,1,0,1,29,2,4,292,0
1,"Entire home/apt",42.3500725548029,-71.0878180000482,1,1,1,147,1,101,93,0
24,"Private room",42.2827251321352,-71.0751189157797,1,1,1,192,49,82,278,3
364,"Entire home/apt",42.3626868230539,-71.0640134873225,1,1,1,52,2,4,357,0
1,"Entire home/apt",42.3515313574601,-71.0832367044206,1,1,2,110,24,4,0,26
1,"Entire home/apt",42.3183144332871,-71.0640994829413,1,3,6,342,1,55,320,43
8,"Private room",42.2357603518114,-71.1324014111793,1,1,1,256,1,1,128,0
1,"Entire home/apt",42.3379167606542,-71.027013243917,1,1,1,47,24,89,0,1
1,"Private room",42.3156799481781,-71.1152010063954,1,1,1,301,2,67,97,171
4,"Private room",42.3513824231695,-71.1720295134384,1,1,1,347,1,1,246,3
3,"Entire home/apt",42.3430559721043,-71.051730738498,1,0,1,32,27,88,124,178
8,"Entire home/apt",42.3495060955004,-71.0476129195554,1,1,1,36,2,4,355,10
1,"Private room",42.3465056450494,-71.091107724811,1,1,1,355,1,70,120,1
1,"Entire home/apt",42.3610465682049,-71.0672732883838,1,1,1,83,1,1,0,1
1,"Entire home/apt",42.2852146082365,-71.1317205516033,2.5,2,4,155,1,19,22,0
2,"Shared room",42.3446265776281,-71.0949079015895,1,1,1,335,24,1,0,13
4,"Entire home/apt",42.3320493107284,-71.0329586039167,1.5,4,9,147,49,24,300,17
7,"Private room",42.328192436428,-71.0940487711899,1,1,1,56,1,74,337,16
1,"Entire home/apt",42.3448390801057,-71.0893548017885,1,1,1,42,1,88,356,42
1,"Private room",42.3361459991639,-71.0855111858683,1,1,1,57,1,1,356,9
982,"Entire home/apt",42.3632913075065,-71.0671068170984,2,2,2,92,1,4,360,0
2,"Entire home/apt",42.3386720748059,-71.1570291493753,1,1,2,8,1,1,0,6
339,"Entire home/apt",42.3440656477026,-71.1017432027896,2,2,2,200,1,4,79,9
4,"Entire home/apt",42.3467846986654,-71.0895111799032,1,1,1,188,2,4,58,14
1,"Private room",42.3604695115735,-71.1305107018091,1,1,1,331,1,1,25,31
630,"Entire home/apt",42.3554465068459,-71.0598223373635,1,0,1,316,45,110,97,3
4,"Entire home/apt",42.3290909022139,-71.0945725037219,1,1,2,66,1,55,349,145
1,"Private room",42.2546582821915,-71.1249433333493,1,1,1,319,1,1,43,2
2,"Entire home/apt",42.2989176754495,-71.0686844194306,1,1,2,46,1,61,48,5
4,"Entire home/apt",42.3502452290594,-71.0600458134692,1,2,3,181,24,88,138,24
1,"Entire home/apt",42.3447928468274,-71.0762265537143,1,2,2,342,1,1,0,3
1,"Private room",42.2785332036182,-71.1337446076598,2,1,1,271,1,1,64,12
16,"Entire home/apt",42.3826927598642,-71.0780999379518,1,3,3,103,1,77,272,109
4,"Private room",42.279218872199,-71.0979570396422,2,1,2,217,8,70,315,15
7,"Entire home/apt",42.3240497332328,-71.0906873020671,1.5,3,3,159,1,113,315,32
1,"Entire home/apt",42.3441043294945,-71.0878895337998,1,2,2,57,8,70,337,20
26,"Entire home/apt",42.3557712556242,-71.061877340025,1,0,1,40,49,9,147,1
1,"Entire home/apt",42.3452992490272,-71.0856421211845,1,1,1,67,1,4,0,1
58,"Entire home/apt",42.3444714345714,-71.0817860621954,1,2,2,257,1,1,359,1
2,"Private room",42.3536493777012,-71.1468119483958,1,1,1,355,38,89,150,4
1,"Entire home/apt",42.3525336587671,-71.0596043704589,1,1,1,218,1,108,0,0
1,"Entire home/apt",42.3132379624475,-71.1070154230788,1,3,5,81,14,88,303,20
1,"Private room",42.3264073047549,-71.0837325223407,1,1,1,271,1,35,284,15
1,"Entire home/apt",42.3588310393581,-71.0618548891993,1,1,1,83,49,43,0,4
1,"Entire home/apt",42.3445098325717,-71.0847848282281,1,1,1,57,1,1,0,10
1,"Entire home/apt",42.340986953402,-71.0797283463035,1,1,1,105,1,101,346,24
2,"Entire home/apt",42.3353209350612,-71.0473754135128,1,2,2,147,14,4,4,0
630,"Entire home/apt",42.3415206707931,-71.1493670209262,1.5,2,2,152,45,28,31,14
1,"Entire home/apt",42.3348731928605,-71.0551122367107,2,3,3,231,34,4,63,11
982,"Entire home/apt",42.3508007081698,-71.0616905944921,2,2,2,99,1,4,360,5
2,"Entire home/apt",42.3457573645161,-71.1043466217849,1,0,2,17,8,67,268,4
1,"Entire home/apt",42.3569631126686,-71.1366888871067,1,3,4,184,49,66,355,2
31,"Private room",42.3131186442255,-71.094541334833,1,1,1,239,34,74,365,1
16,"Private room",42.3817403192415,-71.0773152408547,1,1,1,304,2,77,172,3
11,"Entire home/apt",42.3816701637989,-71.0399182943849,1,1,4,83,1,31,306,11
2,"Entire home/apt",42.3370367402293,-71.076970714631,1,2,2,119,24,97,72,0
1,"Private room",42.343234061597,-71.0967388658227,1,1,1,319,2,2,2,0
1,"Private room",42.3137370765175,-71.1163369940704,1,1,1,342,1,77,31,68
4,"Entire home/apt",42.3477138975053,-71.0719429714853,1,2,4,27,38,4,263,40
6,"Entire home/apt",42.388906356636,-71.0087402474984,1,3,3,145,34,117,0,1
1,"Private room",42.3523863659789,-71.1620136003083,1,4,1,271,1,1,0,11
3,"Entire home/apt",42.3636642618953,-71.060234693896,1,1,1,127,1,1,157,12
630,"Entire home/apt",42.3380956935896,-71.1531565301628,1,1,1,16,45,113,106,1
982,"Entire home/apt",42.350641890254,-71.0629103767519,1,1,1,216,1,4,0,0
1,"Entire home/apt",42.3241625429871,-71.0856256981848,1.5,3,4,37,34,35,0,9
630,"Entire home/apt",42.3440836659565,-71.10151409224,1,1,1,66,45,112,99,6
3,"Entire home/apt",42.3247714839331,-71.0856772735914,1,1,1,322,2,70,0,2
2,"Private room",42.3666601448194,-71.0520940717025,1,1,3,360,8,82,315,72
3,"Private room",42.3037630973218,-71.1140026250641,1,1,1,355,1,61,344,21
630,"Entire home/apt",42.3401192531529,-71.0497310314797,1,1,1,36,45,112,95,2
9,"Entire home/apt",42.3573053426252,-71.0686676262472,1,1,1,64,2,9,28,21
4,"Private room",42.3776118398008,-71.0351975764878,1,1,1,12,1,1,83,356
5,"Entire home/apt",42.3513964488679,-71.0630255353725,2,2,2,199,49,24,0,3
4,"Private room",42.309886110326,-71.0485488787251,1,1,2,8,1,1,327,35
1,"Entire home/apt",42.3431650577169,-71.0533876044343,3,3,4,302,51,36,0,9
1,"Entire home/apt",42.315630030189,-71.1127677942128,1,2,2,88,27,101,125,1
2,"Entire home/apt",42.3500745295393,-71.0679287601814,1,1,2,145,27,95,166,0
2,"Private room",42.3671611375883,-71.0377598787222,1,1,1,110,1,55,355,3
79,"Entire home/apt",42.3597523968313,-71.0681498475252,1,2,3,73,49,97,120,0
2,"Entire home/apt",42.3740063026886,-71.0368002145151,2,2,2,88,2,82,106,15
1,"Private room",42.3358871669763,-71.1489544305232,1,1,2,256,1,35,323,113
1,"Entire home/apt",42.2862647362089,-71.1370651307212,1,2,2,32,1,36,329,12
1,"Entire home/apt",42.3376273677204,-71.0739470280269,1,2,2,149,8,101,115,191
1,"Private room",42.3668014061292,-71.0568476643407,1,1,1,8,1,1,0,0
982,"Entire home/apt",42.3491884817704,-71.0607863490319,2,3,1,114,2,4,81,0
982,"Entire home/apt",42.3510722931227,-71.0630559609054,1,1,1,51,1,4,360,2
1,"Entire home/apt",42.3578163272326,-71.0666588746776,2.5,1,1,110,1,70,0,10
85,"Entire home/apt",42.3593595302238,-71.0643916497981,1,0,1,110,1,89,158,7
630,"Entire home/apt",42.3352199662361,-71.0793333967683,1,1,2,46,45,9,108,5
20,"Entire home/apt",42.3343382249989,-71.0448292353066,1,2,2,130,45,24,332,87
2,"Entire home/apt",42.352990106749,-71.0781194260579,1,0,1,17,1,88,2,96
5,"Private room",42.2792077683335,-71.0952720495998,1,1,3,334,8,61,353,64
2,"Entire home/apt",42.3255527598082,-71.0870570540175,1.5,3,4,63,49,54,322,50
1,"Private room",42.3507632544418,-71.0952594818203,1,1,1,348,1,1,0,1
26,"Entire home/apt",42.3383283124246,-71.0813246595963,2,3,3,206,49,27,323,83
1,"Private room",42.3432677229671,-71.1669425815732,1,1,1,348,49,88,59,0
1,"Private room",42.323355573831,-71.1120115526109,1,1,1,319,2,2,53,15
1,"Entire home/apt",42.3331125056504,-71.0749372822665,1,1,2,103,34,95,309,13
85,"Entire home/apt",42.3456128661329,-71.0769874847472,1,0,1,110,2,89,161,19
1,"Entire home/apt",42.3458234545526,-71.0893615112913,1,1,1,57,1,1,0,5
1,"Entire home/apt",42.3778950548029,-71.0656805889571,2.5,2,2,259,1,1,0,0
14,"Entire home/apt",42.3663933063622,-71.055368914397,1,1,1,32,1,77,330,334
3,"Private room",42.2911964996579,-71.067600373854,1,1,1,217,49,82,278,0
1,"Entire home/apt",42.3432713326645,-71.081266799225,1.5,2,2,237,3,36,292,3
18,"Entire home/apt",42.3595887377382,-71.0632834256599,1,1,1,67,24,82,345,21
5,"Private room",42.3167258931283,-71.0535642149148,1,1,2,348,14,70,54,15
1,"Private room",42.3501058590646,-71.0838384681009,1,1,1,124,1,1,0,0
79,"Entire home/apt",42.3494135135291,-71.084554303375,1,1,2,50,3,89,90,0
6,"Entire home/apt",42.3441471410728,-71.0727257019893,1,1,1,93,45,56,250,18
26,"Entire home/apt",42.3497822858626,-71.088880042368,1,3,3,247,49,27,296,10
1,"Entire home/apt",42.3179662118011,-71.1115346411253,1,1,1,17,1,67,309,115
505,"Entire home/apt",42.3620499578613,-71.0634040680806,2,3,4,253,1,17,266,28
1,"Entire home/apt",42.3155651165729,-71.1148270088687,1,1,1,83,24,82,354,10
20,"Entire home/apt",42.368580987917,-71.0535877120721,1,2,2,110,45,24,335,99
1,"Entire home/apt",42.3454404675103,-71.1072024075233,1,1,1,32,2,97,1,0
1,"Entire home/apt",42.324425810711,-71.1065150546793,2,4,6,147,24,4,0,5
6,"Entire home/apt",42.3508212458206,-71.0955748281923,1,1,2,83,24,97,27,13
1,"Private room",42.3551544923794,-71.1633782014067,1,1,1,335,1,1,0,0
3,"Entire home/apt",42.3045593024163,-71.113642524687,1,2,2,130,1,82,323,20
7,"Entire home/apt",42.349595912119,-71.065837980912,1,1,1,42,1,4,256,39
4,"Entire home/apt",42.343861907373,-71.0741970406653,1,0,1,67,1,82,200,55
22,"Entire home/apt",42.345854314522,-71.0882717470547,1,1,1,174,2,4,78,27
3,"Entire home/apt",42.2910338616275,-71.1419948110963,3,6,7,3,55,36,219,0
6,"Entire home/apt",42.3358785967459,-71.0335800358341,3.5,5,10,259,7,44,329,24
1,"Entire home/apt",42.3438940404376,-71.1423184187012,1,1,1,57,49,3,0,4
1,"Private room",42.3487705194161,-71.1334377870702,1,1,1,27,1,1,0,1
1,"Private room",42.3652387400331,-71.0315484414856,1,1,1,335,1,1,14,9
3,"Private room",42.3589889435558,-71.1329069102696,1,1,1,334,27,35,0,4
2,"Private room",42.3841421850456,-70.9893585268581,1,1,2,268,8,61,79,0
1,"Private room",42.3801180635184,-71.0671312497494,1,1,1,310,8,82,0,1
5,"Private room",42.3383170943426,-71.0765863728929,1.5,1,1,32,18,89,330,63
1,"Entire home/apt",42.3538596467778,-71.0752944116131,1,0,1,97,49,97,151,40
85,"Entire home/apt",42.3433917130394,-71.0751778404017,1,1,1,110,1,89,170,6
1,"Private room",42.3118966108464,-71.0733674255138,1,1,1,335,8,61,168,18
5,"Entire home/apt",42.3304594985607,-71.0579264163725,1,2,3,57,34,4,287,15
2,"Private room",42.3155126855493,-71.1015772272202,2,1,1,319,1,88,360,9
11,"Entire home/apt",42.3648693140501,-71.0559686982235,1,1,2,87,1,4,347,15
26,"Entire home/apt",42.3374597750326,-71.0746241517216,1.5,2,3,135,49,27,207,47
24,"Private room",42.2885107355905,-71.0696343861419,1,1,1,234,49,82,293,5
6,"Entire home/apt",42.3417581617399,-71.0876043817598,3,4,9,242,3,54,183,0
5,"Private room",42.376297621939,-71.0329886577264,1,1,1,322,8,61,349,136
1,"Private room",42.2901854378632,-71.1563753837774,1.5,2,2,319,8,74,259,83
1,"Entire home/apt",42.3665853422876,-71.0542328425721,1,1,1,119,1,97,183,16
1,"Private room",42.2940803415409,-71.046389829021,1,0,1,346,1,1,179,0
1,"Private room",42.3149422223396,-71.1148377850675,1,1,1,319,2,55,149,3
1,"Private room",42.3527869691867,-71.1712095761578,1,1,1,335,1,35,2,17
982,"Entire home/apt",42.3323809852601,-71.1125061182296,2,3,3,96,2,4,360,0
4,"Private room",42.3602245491161,-71.1335580354143,2,1,1,271,1,55,0,13
79,"Entire home/apt",42.341002027013,-71.0994836738313,1,2,3,87,14,88,13,3
5,"Entire home/apt",42.3402963903416,-71.150788255457,1,1,2,57,49,88,26,108
49,"Entire home/apt",42.3662365502735,-71.0558809130921,1,0,2,103,1,12,65,1
1,"Entire home/apt",42.3500178271315,-71.0492169285388,1,1,1,57,1,84,36,14
2,"Private room",42.3842502806323,-71.0777622151551,1,1,2,346,1,35,50,45
1,"Entire home/apt",42.3528556981062,-71.0835071348886,1,0,1,57,1,1,30,0
1,"Entire home/apt",42.3635223813717,-71.0541270928007,1,0,1,36,1,1,2,3
1,"Shared room",42.3462669177256,-71.1062271174792,1,1,1,271,1,1,0,33
2,"Private room",42.3741692311045,-71.0342400251528,1,1,2,17,1,1,112,264
1,"Entire home/apt",42.3325109860866,-71.0350824036645,1,1,1,41,1,1,0,1
1,"Entire home/apt",42.3527301437219,-71.0835169156434,2,2,3,259,1,30,134,2
1,"Private room",42.3375200319041,-71.042092343194,2,1,1,27,24,74,141,33
630,"Entire home/apt",42.3517168030052,-71.0668031823186,1,1,2,26,45,4,96,23
79,"Entire home/apt",42.3597596026291,-71.0675951259613,1,2,4,103,14,89,37,54
3,"Entire home/apt",42.3806605761922,-71.0350397882283,1,2,2,8,14,36,29,16
31,"Private room",42.3169606730086,-71.080431315885,1,1,1,239,34,74,365,2
1,"Entire home/apt",42.381594178854,-71.0789153114387,1,0,1,26,24,82,5,23
1,"Entire home/apt",42.3346332326731,-71.0996491298567,2,0,1,110,1,1,0,0
1,"Private room",42.2941954269448,-71.1381710643624,1.5,1,3,310,1,1,308,154
1,"Private room",42.2845615072994,-71.119726343166,1,1,2,286,2,2,360,45
3,"Private room",42.3536274980188,-71.0628080510812,1,0,1,57,1,1,50,0
2,"Entire home/apt",42.3052969168698,-71.1114637805565,1,2,1,88,24,74,0,4
1,"Entire home/apt",42.3507068161121,-71.0941326986241,1,1,1,247,1,1,2,0
1,"Entire home/apt",42.356639700114,-71.0612001636311,1,1,2,83,24,104,145,0
1,"Entire home/apt",42.3514828619661,-71.0636537879335,1,1,1,133,34,82,154,3
11,"Private room",42.3546353123079,-71.1383001883662,3,1,1,234,2,95,365,1
982,"Entire home/apt",42.3640150452769,-71.0599365986403,2,2,1,88,2,4,360,0
6,"Private room",42.3620864413021,-71.1247025479803,1,1,2,319,49,35,0,14
1,"Entire home/apt",42.3503589243562,-71.0822751341322,1,1,1,21,1,61,1,15
1,"Entire home/apt",42.3422182030327,-71.078299935321,1,1,1,54,8,35,19,8
2,"Private room",42.3870129684335,-71.0767029859955,1,1,1,8,1,1,0,0
2,"Entire home/apt",42.3869297361176,-71.0754608465992,1,1,2,36,2,55,28,0
982,"Entire home/apt",42.3446869435843,-71.0983645827946,1,1,1,46,1,4,357,1
1,"Entire home/apt",42.3588863705675,-71.063783088052,1,0,1,27,1,82,85,6
1,"Entire home/apt",42.3658285826011,-71.0352852744052,1,1,1,319,1,3,0,2
1,"Entire home/apt",42.3603321031993,-71.0679207505733,1,0,1,110,14,82,289,96
982,"Entire home/apt",42.3447179595065,-71.0993000485672,2,2,2,83,1,4,357,5
1,"Entire home/apt",42.343160232924,-71.0857416228144,1,2,2,110,1,101,64,12
1,"Entire home/apt",42.3455246879651,-71.0883971000206,1,1,1,47,49,117,48,1
4,"Entire home/apt",42.3406187260091,-71.1597734755123,1,1,1,32,1,61,334,9
1,"Entire home/apt",42.3436955243254,-71.0781003171083,1,0,1,57,1,82,122,89
1,"Shared room",42.3494406254806,-71.097409553339,1,1,1,262,2,2,0,1
4,"Private room",42.2766159905634,-71.1200243426954,1,1,1,316,2,74,159,5
2,"Private room",42.3496825639057,-71.0784196151557,2,1,1,348,24,55,311,12
1,"Entire home/apt",42.3244633169716,-71.0860594374872,1,3,3,88,34,1,0,7
1,"Private room",42.3272529629297,-71.0755888720505,2.5,1,1,348,8,61,289,5
17,"Entire home/apt",42.323363945363,-71.1020196301356,3,6,7,1,2,54,325,0
183,"Entire home/apt",42.3516321280421,-71.0598032573725,2,2,3,163,1,1,365,2
3,"Entire home/apt",42.3730316341455,-71.0331780810968,1,3,4,150,14,4,170,0
5,"Private room",42.318036998621,-71.0539758116107,1,1,2,348,14,70,50,27
4,"Private room",42.3534491664547,-71.1317968345227,1,1,1,22,1,1,90,2
982,"Entire home/apt",42.3437288086588,-71.0990079181327,2,2,2,87,1,4,360,0
14,"Entire home/apt",42.3513394337365,-71.0861799637651,1,1,1,83,1,89,296,1
2,"Entire home/apt",42.31792082856,-71.1003167719104,1,2,2,27,1,1,0,0
1,"Private room",42.3602771625369,-71.1339848322935,1,1,1,343,1,58,0,3
3,"Entire home/apt",42.3287120702057,-71.0530488911393,1,2,2,93,29,89,335,62
982,"Entire home/apt",42.3497691866041,-71.047776418376,1,1,2,42,2,4,360,0
1,"Entire home/apt",42.350050674642,-71.0812441658434,1,1,1,110,24,95,0,0
1,"Entire home/apt",42.3394772898514,-71.0793802565534,1,1,1,163,24,104,153,53
30,"Private room",42.3590347671392,-71.1416726853486,1,1,1,316,2,74,114,33
9,"Entire home/apt",42.3638115791192,-71.0534228528211,1,2,3,16,49,113,296,106
1,"Private room",42.3511692426509,-71.0620339912973,2,1,1,127,1,1,0,0
4,"Entire home/apt",42.3587555869433,-71.0547897823608,2,2,3,149,1,108,204,105
14,"Private room",42.3709801584499,-71.0365992777042,1,1,1,335,1,81,37,87
26,"Entire home/apt",42.3500004845263,-71.0827884385292,1,0,1,36,1,1,336,23
982,"Entire home/apt",42.3513419040039,-71.0604915822739,2,2,2,84,1,4,360,0
1,"Private room",42.3079605245765,-71.0602737918499,1,0,1,8,1,1,176,0
1,"Entire home/apt",42.342862731446,-71.1569988718378,1,1,1,324,24,67,88,1
3,"Private room",42.3099059295156,-71.0524434083462,1,1,1,335,8,3,341,27
1,"Entire home/apt",42.3761809430315,-71.0598782379153,2,2,2,199,1,1,247,6
1,"Entire home/apt",42.3348378270765,-71.0297367698453,1.5,2,2,188,49,101,352,60
1,"Private room",42.3503886270454,-71.1320689474444,1,1,1,335,34,1,22,24
11,"Entire home/apt",42.3232857119893,-71.0621028671758,1,3,3,33,27,47,107,25
1,"Entire home/apt",42.3632350207485,-71.0556536427155,1,2,2,135,1,1,324,1
982,"Entire home/apt",42.3290017846608,-71.1124133879102,1,1,1,37,2,4,87,0
26,"Entire home/apt",42.344835112458,-71.0807517285751,1,1,1,145,1,1,342,13
1,"Entire home/apt",42.3113139741088,-71.1161706912694,1,1,1,32,27,88,59,24
1,"Entire home/apt",42.3531701751741,-71.1255630998286,1,1,2,16,1,1,0,0
982,"Entire home/apt",42.3500040782799,-71.0599773611007,2,3,1,116,2,4,351,0
1,"Private room",42.3479940317927,-71.1425880243952,1,1,1,314,1,81,22,12
630,"Entire home/apt",42.3643149928515,-71.1298575776577,2,2,2,36,45,24,100,22
3,"Entire home/apt",42.3417919964673,-71.052736258578,2,2,2,147,49,4,329,116
2,"Private room",42.3207550835208,-71.1056694144639,1,1,1,286,1,1,113,4
1,"Entire home/apt",42.3437086284277,-71.0976731018753,2,2,2,272,1,1,0,13
1,"Entire home/apt",42.3430346757933,-71.0865321488925,1,0,1,335,1,1,0,0
1,"Entire home/apt",42.3483502170586,-71.1728034787577,1,2,2,56,34,93,135,26
1,"Entire home/apt",42.2815595713565,-71.0628876657312,1,1,2,360,24,4,62,16
11,"Private room",42.3547911393404,-71.138538861021,1.5,1,1,230,1,95,365,0
1,"Private room",42.2789498255927,-71.1178214979833,1,1,1,305,1,18,0,45
7,"Entire home/apt",42.3301721653413,-71.0698690512232,1,1,3,76,8,88,350,4
1,"Private room",42.2813191443595,-71.0588643508477,1.5,1,1,12,1,1,362,1
1,"Private room",42.2754031621408,-71.161298815158,1,1,1,271,1,1,3,1
2,"Entire home/apt",42.3501978796404,-71.0854464408211,2.5,3,3,244,2,4,156,2
2,"Shared room",42.3517136398364,-71.0610749229337,1,1,1,360,1,1,79,5
1,"Private room",42.3647287817667,-71.0600520086698,1,1,1,27,2,67,11,5
2,"Entire home/apt",42.3354347758602,-71.0322236903839,3.5,5,10,311,3,62,284,10
1,"Entire home/apt",42.3492699829589,-71.0905031247051,1,1,1,170,8,61,0,6
79,"Entire home/apt",42.3498812510442,-71.0822180017184,1,2,3,32,24,89,288,78
1,"Entire home/apt",42.3140965750248,-71.0651214030939,1,2,2,57,27,36,137,34
2,"Private room",42.2781882263802,-71.1349611889857,1,1,2,286,2,55,162,13
26,"Entire home/apt",42.3590977293831,-71.0712475418474,1,1,1,107,1,1,317,6
15,"Private room",42.317868866749,-71.0552505004463,1,1,1,42,1,4,357,7
1,"Entire home/apt",42.3493949023425,-71.0894031433298,1,1,1,143,1,1,0,0
339,"Entire home/apt",42.3451710206322,-71.1004971591662,2,2,3,200,1,4,175,16
982,"Entire home/apt",42.3523221639697,-71.0620255542009,1,1,1,40,1,4,360,0
5,"Private room",42.3517977771018,-71.0646498769034,1,1,1,346,11,2,0,0
1,"Entire home/apt",42.3000955379572,-71.159677659771,1.5,2,2,12,2,70,9,10
364,"Entire home/apt",42.3286603349423,-71.1100057200353,1,1,1,57,2,4,354,0
2,"Private room",42.3125795245663,-71.1078432921391,1,1,1,319,1,1,309,12
3,"Entire home/apt",42.3666525130922,-71.0533357864932,1,1,1,67,2,97,315,53
982,"Entire home/apt",42.3492110020894,-71.0612165093061,1,0,1,117,1,4,316,0
1,"Entire home/apt",42.3419111816888,-71.1023037899329,1,0,2,103,1,1,0,3
1,"Private room",42.3701154127593,-71.0322386769383,1,1,1,335,1,55,157,3
40,"Entire home/apt",42.3407954163633,-71.0807041719754,1,0,1,8,49,9,359,39
1,"Entire home/apt",42.343891016906,-71.0694826733508,1,2,2,188,2,68,339,13
40,"Private room",42.3430492882291,-71.0556656930335,6,1,1,51,24,1,347,19
13,"Private room",42.307957831409,-71.0655301450484,2,0,2,326,14,86,344,11
1,"Entire home/apt",42.3640044832839,-71.0537220686659,1,1,1,72,1,97,3,16
8,"Entire home/apt",42.3146554116666,-71.0992909521823,1,2,3,100,53,90,324,48
